division,order_number,customer_name,proj_num,Complexity,fiscal_year,eck_lead_wks,include,eck_month,book_month,days_to_book
BUTLER,1700709301,"SPAN CONSTRUCTION & ENGINEERING, INC.",17007093,Very High Complex (>800),2018,60.29,No,2018-05-01,2018-05-01,0
BUTLER,1701094501,"SPAN CONSTRUCTION & ENGINEERING, INC.",17010945,Very High Complex (>800),2018,40,Yes,2018-01-01,2018-01-01,1
BUTLER,1701098801,"SPAN CONSTRUCTION & ENGINEERING, INC.",17010988,High Complex (400-800),2018,33.14,No,2017-12-01,2017-12-01,0
BUTLER,1702113901,"SPAN CONSTRUCTION & ENGINEERING, INC.",17021139,Simple (<=100),2018,2,Yes,2017-09-01,2017-09-01,1
BUTLER,1702236501,"SPAN CONSTRUCTION & ENGINEERING, INC.",17022365,Moderate (100-200),2018,35.43,No,2018-05-01,2018-05-01,1
VP,1700661001,"UPTON PRY, INC",17006610,Simple (<=100),2018,9.43,Yes,2017-08-01,2017-08-01,4
VP,1701381501,PARIC CORPORATION,17013815,Simple (<=100),2018,5.29,Yes,2017-07-01,2017-07-01,3
VP,1701679801,GARCO CONSTRUCTION INC.,17016798,Simple (<=100),2018,5.43,Yes,2017-08-01,2017-08-01,1
VP,1702078901,ANNIS BUILDING CORPORATION,17020789,Moderate (100-200),2018,5.86,Yes,2017-10-01,2017-10-01,0
VP,1702123201,ZAREMBA GROUP LLC,17021232,Moderate (100-200),2018,4.29,Yes,2017-10-01,2017-10-01,1
VP,1702156601,"LOVE'S TRAVEL STOPS & COUNTRY STORES, INC.",17021566,Moderate (100-200),2018,10,Yes,2017-11-01,2017-11-01,4
VP,1702171001,"LOVE'S TRAVEL STOPS & COUNTRY STORES, INC.",17021710,Moderate (100-200),2018,6,Yes,2017-10-01,2017-10-01,3
VP,1702265401,"LOVE'S TRAVEL STOPS & COUNTRY STORES, INC.",17022654,Moderate (100-200),2018,6.14,Yes,2017-11-01,2017-11-01,0
VP,1702315001,"LOVE'S TRAVEL STOPS & COUNTRY STORES, INC.",17023150,Moderate (100-200),2018,7,Yes,2017-11-01,2017-11-01,1
BUTLER,1600963701,"WETHERINGTON HOMES, INC.",16009637,Simple (<=100),2018,71.57,No,2017-09-01,2017-09-01,5
BUTLER,1700779101,"GORSKI ENGINEERING, INC.",17007791,High Complex (400-800),2018,16.43,Yes,2017-07-01,2017-07-01,1
BUTLER,1700988001,"DUBLIN CONSTRUCTION CO., INC.",17009880,Complex (200-400),2018,12.14,Yes,2017-07-01,2017-07-01,0
BUTLER,1701261901,"VERMONT STRUCTURAL BUILDINGS, INC.",17012619,Moderate (100-200),2018,8.14,Yes,2017-07-01,2017-07-01,1
BUTLER,1701292101,"M.H. SANBORN, INC.",17012921,Simple (<=100),2018,6.86,Yes,2017-07-01,2017-07-01,1
BUTLER,1701415901,"CAPE FEAR MAINTENANCE, INC.",17014159,Moderate (100-200),2018,8.57,Yes,2017-08-01,2017-08-01,5
BUTLER,1701486901,"KEYSTRUCT CONSTRUCTION, INC.",17014869,Complex (200-400),2018,13.14,Yes,2017-09-01,2017-09-01,1
BUTLER,1701493001,"CARLIN CONSTRUCTION COMPANY, LLC",17014930,Very High Complex (>800),2018,45,No,2018-04-01,2018-04-01,1
BUTLER,1701633701,"C.W.B. CONTRACTORS, INC.",17016337,High Complex (400-800),2018,16.43,Yes,2017-10-01,2017-10-01,1
BUTLER,1701647601,"CLARIS CONSTRUCTION, INC.",17016476,Complex (200-400),2018,10,Yes,2017-09-01,2017-09-01,0
BUTLER,1701684001,"BOBBITT DESIGN BUILD, INC.",17016840,Simple (<=100),2018,13.29,Yes,2017-10-01,2017-10-01,4
BUTLER,1701709001,"KEYSTRUCT CONSTRUCTION, INC.",17017090,Moderate (100-200),2018,9.43,Yes,2017-09-01,2017-09-01,1
BUTLER,1701710601,"EDIS BUILDING SYSTEMS, INC.",17017106,Moderate (100-200),2018,8.43,Yes,2017-09-01,2017-09-01,1
BUTLER,1701927301,"CONSTRUCTION SYSTEMS, INC. OF LUMBERTON",17019273,Moderate (100-200),2018,8.71,Yes,2017-10-01,2017-10-01,0
BUTLER,1702008001,"MOMENTUM BUILDERS, INC.",17020080,Simple (<=100),2018,5.71,Yes,2017-09-01,2017-09-01,1
BUTLER,1702020601,"MOMENTUM BUILDERS, INC.",17020206,Moderate (100-200),2018,11.14,Yes,2017-11-01,2017-11-01,1
BUTLER,1702120601,"TAMORA BUILDING SYSTEMS, INC.",17021206,Moderate (100-200),2018,7.86,Yes,2017-10-01,2017-10-01,1
BUTLER,1702151501,"JEWETT CONSTRUCTION CO., INC.",17021515,Complex (200-400),2018,14,Yes,2017-12-01,2017-12-01,1
BUTLER,1702264101,WALKER DESIGN & CONSTRUCTION CO.,17022641,Moderate (100-200),2018,15.29,No,2018-01-01,2018-01-01,3
BUTLER,1702351001,"ONE DEVELOPMENT & CONSTRUCTION, LLC",17023510,Moderate (100-200),2018,4,Yes,2017-10-01,2017-10-01,3
BUTLER,1702387101,BENNETT BUILDING CORPORATION,17023871,Moderate (100-200),2018,14.14,Yes,2018-01-01,2018-01-01,0
BUTLER,1702451201,FAIRCHANCE CONSTRUCTION COMPANY,17024512,High Complex (400-800),2018,17,Yes,2018-02-01,2018-02-01,1
BUTLER,1702459201,SENATE CONSTRUCTION CORP.,17024592,High Complex (400-800),2018,19.86,Yes,2018-02-01,2018-03-01,5
BUTLER,1702466701,"TWIN PINES CONSTRUCTION, LLC",17024667,Moderate (100-200),2018,9.71,Yes,2017-12-01,2017-12-01,1
BUTLER,1702508401,"TWIN PINES CONSTRUCTION, LLC",17025084,Very High Complex (>800),2018,21,Yes,2018-03-01,2018-03-01,1
BUTLER,1702566901,"C.W.B. CONTRACTORS, INC.",17025669,High Complex (400-800),2018,17.71,Yes,2018-02-01,2018-02-01,0
BUTLER,1702650501,"PRECISION CONTRACTORS, INC.",17026505,Complex (200-400),2018,27,No,2018-05-01,2018-05-01,3
BUTLER,1702679701,"BORGHESI BUILDING & ENGINEERING COMPANY, INC.",17026797,Complex (200-400),2018,18.29,Yes,2018-03-01,2018-03-01,0
BUTLER,1702690001,J. E. HORST BUILDER,17026900,Complex (200-400),2018,13.86,Yes,2018-02-01,2018-02-01,1
BUTLER,1702773301,"BORGHESI BUILDING & ENGINEERING COMPANY, INC.",17027733,Simple (<=100),2018,6.29,Yes,2018-01-01,2018-02-01,46
BUTLER,1702981601,"BORGHESI BUILDING & ENGINEERING COMPANY, INC.",17029816,Simple (<=100),2018,9.29,Yes,2018-02-01,2018-03-01,11
BUTLER,1703000201,"KEYSTRUCT CONSTRUCTION, INC.",17030002,Moderate (100-200),2018,21.57,No,2018-05-01,2018-05-01,1
BUTLER,1801981201,"PENNTEX CONSTRUCTION COMPANY, INC.",18019812,High Complex (400-800),2018,23.14,Yes,2018-06-01,2018-07-01,6
BUTLER,1802005601,"T-A-H CONSTRUCTION, INC.",18020056,Simple (<=100),2018,10.86,Yes,2018-04-01,2018-04-01,0
BUTLER,1802037201,"GORSKI ENGINEERING, INC.",18020372,Complex (200-400),2018,12.43,Yes,2018-04-01,2018-04-01,0
BUTLER,1802096701,"BORGHESI BUILDING & ENGINEERING COMPANY, INC.",18020967,Moderate (100-200),2018,11.29,Yes,2018-04-01,2018-04-01,1
BUTLER,1802111301,"ANVIL CONSTRUCTION CO., INC.",18021113,Simple (<=100),2018,8.14,Yes,2018-03-01,2018-03-01,0
BUTLER,1802125601,"TAMORA BUILDING SYSTEMS, INC.",18021256,Moderate (100-200),2018,7.71,Yes,2018-03-01,2018-04-01,27
BUTLER,1802140201,"ONE DEVELOPMENT & CONSTRUCTION, LLC",18021402,Simple (<=100),2018,10.86,Yes,2018-04-01,2018-04-01,0
BUTLER,1802205301,"GORSKI ENGINEERING, INC.",18022053,High Complex (400-800),2018,16.43,Yes,2018-06-01,2018-06-01,14
BUTLER,1802243401,"GORSKI ENGINEERING, INC.",18022434,High Complex (400-800),2018,16,Yes,2018-06-01,2018-06-01,0
BUTLER,1802381901,"BORGHESI BUILDING & ENGINEERING COMPANY, INC.",18023819,Complex (200-400),2018,13.14,Yes,2018-06-01,2018-06-01,4
BUTLER,1802440401,"C.W.B. CONTRACTORS, INC.",18024404,Simple (<=100),2018,9,Yes,2018-05-01,2018-05-01,12
BUTLER,1802624201,"BORGHESI BUILDING & ENGINEERING COMPANY, INC.",18026242,Simple (<=100),2018,11.71,Yes,2018-06-01,2018-06-01,1
BUTLER,1802630701,"CUMBERLAND DESIGN & BUILDING CO., INC.",18026307,Simple (<=100),2018,13.43,Yes,2018-06-01,2018-06-01,0
BUTLER,1802630801,"EDIS BUILDING SYSTEMS, INC.",18026308,Simple (<=100),2018,9.71,Yes,2018-05-01,2018-05-01,0
BUTLER,1802839001,"BORGHESI BUILDING & ENGINEERING COMPANY, INC.",18028390,Simple (<=100),2018,8.14,Yes,2018-06-01,2018-06-01,0
BUTLER,1803047101,"ELTER BUILDING SYSTEMS, INC.",18030471,Simple (<=100),2018,5.57,Yes,2018-06-01,2018-06-01,3
VP,1701484901,"R. L. BLANTON CONSTRUCTION, INC.",17014849,Simple (<=100),2018,4,Yes,2017-07-01,2017-07-01,2
VP,1701509001,"R. L. BLANTON CONSTRUCTION, INC.",17015090,Simple (<=100),2018,6.71,Yes,2017-08-01,2017-08-01,1
VP,1801906301,MARSIGLIA CONSTRUCTION CO.,18019063,High Complex (400-800),2018,17.14,Yes,2018-05-01,2018-05-01,1
VP,1801908201,"R. V. BYLES ENTERPRISES, INC.",18019082,Simple (<=100),2018,3.29,Yes,2018-02-01,2018-02-01,1
VP,1401443201,"MUTUAL WELDING CO., LTD.",14014432,Simple (<=100),2018,155.57,No,2017-08-01,2017-08-01,3
VP,1701397901,ASCENT CONSTRUCTION,17013979,High Complex (400-800),2018,18.86,Yes,2017-10-01,2017-10-01,1
VP,1701426201,ASCENT CONSTRUCTION,17014262,Complex (200-400),2018,46.86,No,2018-05-01,2018-05-01,0
VP,1602606901,THE RUHLIN COMPANY,16026069,Complex (200-400),2018,25,No,2018-02-01,2018-02-01,1
VP,1701129101,DUBLIN BUILDING SYSTEMS,17011291,Moderate (100-200),2018,25.86,No,2017-11-01,2017-11-01,0
VP,1701201101,DUBLIN BUILDING SYSTEMS,17012011,Complex (200-400),2018,7,Yes,2017-11-01,2017-11-01,4
VP,1701797301,ZAREMBA GROUP LLC,17017973,Complex (200-400),2018,8.86,Yes,2017-09-01,2017-09-01,1
VP,1701918401,"IMHOFF CONSTRUCTION SERVICES, INC.",17019184,Moderate (100-200),2018,6.29,Yes,2017-11-01,2017-11-01,5
VP,1701974901,DUBLIN BUILDING SYSTEMS,17019749,Complex (200-400),2018,13.57,Yes,2018-06-01,2018-07-01,18
VP,1701983601,"ALLEGHENY CONSTRUCTION GROUP, INC.",17019836,Moderate (100-200),2018,10,Yes,2017-10-01,2017-10-01,1
VP,1702033601,"STRUXURES, LLC",17020336,Simple (<=100),2018,3,Yes,2017-09-01,2017-09-01,0
VP,1702036301,"MIELKE CONSTRUCTORS, LLC",17020363,Simple (<=100),2018,25.57,No,2018-02-01,2018-02-01,1
VP,1702076201,"HIVELY CONTRACTING, INC",17020762,Moderate (100-200),2018,7.14,Yes,2017-12-01,2017-12-01,3
VP,1702084301,"HIVELY CONTRACTING, INC",17020843,Simple (<=100),2018,7.86,Yes,2017-11-01,2017-11-01,0
VP,1702132301,"JMS CONSTRUCTION, INC.",17021323,Complex (200-400),2018,7.71,Yes,2017-11-01,2017-12-01,6
VP,1702142301,"HIVELY CONTRACTING, INC",17021423,Simple (<=100),2018,7.86,Yes,2017-11-01,2017-11-01,0
VP,1702201501,"HIVELY CONTRACTING, INC",17022015,Simple (<=100),2018,4.14,Yes,2017-10-01,2017-10-01,4
VP,1702226901,RUDOLPH/LIBBE INC.,17022269,Simple (<=100),2018,4.14,Yes,2017-10-01,2017-10-01,1
VP,1702353201,WESTCON INC,17023532,Simple (<=100),2018,9,Yes,2017-12-01,2017-12-01,3
VP,1702381801,RUDOLPH/LIBBE INC.,17023818,Simple (<=100),2018,4.86,Yes,2017-11-01,2017-11-01,6
VP,1702457601,RUDOLPH/LIBBE INC.,17024576,Simple (<=100),2018,9,Yes,2017-12-01,2017-12-01,1
VP,1702479001,DUBLIN BUILDING SYSTEMS,17024790,High Complex (400-800),2018,18,Yes,2018-04-01,2018-04-01,0
VP,1702638601,DUBLIN BUILDING SYSTEMS,17026386,Moderate (100-200),2018,7.86,Yes,2018-01-01,2018-01-01,1
VP,1702842801,RUDOLPH/LIBBE INC.,17028428,Moderate (100-200),2018,5.86,Yes,2018-02-01,2018-02-01,0
VP,1702890401,SPYKER CONTRACTING INC,17028904,Moderate (100-200),2018,6,Yes,2018-02-01,2018-02-01,1
VP,1702893301,"LEE MICHAEL INDUSTRIES,  INC.",17028933,Very High Complex (>800),2018,16.14,Yes,2018-04-01,2018-04-01,1
VP,1702901301,"JMS CONSTRUCTION, INC.",17029013,Very High Complex (>800),2018,25.71,Yes,2018-06-01,2018-06-01,1
VP,1702913001,"CHARLES CONSTRUCTION SERVICES, INC.",17029130,Complex (200-400),2018,13,Yes,2018-03-01,2018-03-01,1
VP,1702984201,DUBLIN BUILDING SYSTEMS,17029842,Simple (<=100),2018,5.57,Yes,2018-01-01,2018-01-01,1
VP,1801919601,"ALLEGHENY CONSTRUCTION GROUP, INC.",18019196,Moderate (100-200),2018,16.86,No,2018-05-01,2018-05-01,1
VP,1802187701,DUBLIN BUILDING SYSTEMS,18021877,Complex (200-400),2018,11.14,Yes,2018-05-01,2018-05-01,1
VP,1802531001,"KEVIN SCHWIETERMAN CONSTRUCTION, INC.",18025310,Simple (<=100),2018,13.29,Yes,2018-06-01,2018-07-01,4
VP,1701308001,"SYSTEMS BUILDERS, INC.",17013080,Simple (<=100),2018,6.29,Yes,2017-07-01,2017-07-01,1
BUTLER,1700283901,"FLUOR ENTERPRISES, INC.",17002839,High Complex (400-800),2018,24.14,Yes,2017-07-01,2017-07-01,1
VP,1401450201,"RARIG CONSTRUCTION, INC.",14014502,Complex (200-400),2018,150.29,No,2017-08-01,2017-08-01,5
VP,1402429601,"ROLAND CONSTRUCTION, INC.",14024296,Complex (200-400),2018,143.43,No,2017-09-01,2017-09-01,1
VP,1602741801,"RARIG CONSTRUCTION, INC.",16027418,Simple (<=100),2018,42.29,No,2017-09-01,2017-09-01,3
VP,1602741901,"RARIG CONSTRUCTION, INC.",16027419,Moderate (100-200),2018,43.14,No,2017-09-01,2017-10-01,4
VP,1602790201,IRONWOOD CONSTRUCTION,16027902,Moderate (100-200),2018,45.14,No,2017-11-01,2017-11-01,2
VP,1602802201,LGM CONSTRUCTION,16028022,Simple (<=100),2018,52,No,2018-04-01,2018-07-01,85
VP,1700295401,CHRIS MADSON CONSTRUCTION INC.,17002954,Simple (<=100),2018,27.57,No,2017-08-01,2017-08-01,5
VP,1700456501,LGM CONSTRUCTION,17004565,Simple (<=100),2018,18,No,2018-01-01,2018-03-01,70
VP,1700479201,LGM CONSTRUCTION,17004792,Simple (<=100),2018,18.71,No,2018-01-01,2018-01-01,1
VP,1700481101,LGM CONSTRUCTION,17004811,Simple (<=100),2018,16,No,2017-12-01,2018-01-01,13
VP,1700481201,LGM CONSTRUCTION,17004812,Simple (<=100),2018,18.14,No,2018-01-01,2018-01-01,0
VP,1700508401,AMERICAN INCORPORATED,17005084,Complex (200-400),2018,24.14,No,2017-09-01,2017-09-01,3
VP,1700571601,"RARIG CONSTRUCTION, INC.",17005716,Complex (200-400),2018,9.57,Yes,2017-09-01,2017-09-01,0
VP,1700814801,"RARIG CONSTRUCTION, INC.",17008148,Moderate (100-200),2018,15,Yes,2017-08-01,2017-08-01,3
VP,1700982901,"ROLAND CONSTRUCTION, INC.",17009829,Simple (<=100),2018,13.57,No,2017-07-01,2017-07-01,3
VP,1701011501,MARK HEUETT GENERAL CONTRACTOR,17010115,High Complex (400-800),2018,12,Yes,2017-07-01,2017-07-01,1
VP,1701054801,WARNER CONSTRUCTION,17010548,Simple (<=100),2018,16.29,No,2017-08-01,2017-08-01,1
VP,1701095801,"PANELIZED STRUCTURES, INC.",17010958,Simple (<=100),2018,25.86,No,2017-11-01,2017-11-01,1
VP,1701095901,"PANELIZED STRUCTURES, INC.",17010959,Simple (<=100),2018,28.29,No,2017-11-01,2018-01-01,33
VP,1701096101,"PANELIZED STRUCTURES, INC.",17010961,Simple (<=100),2018,29.86,No,2017-12-01,2017-12-01,10
VP,1701297801,"INDUSTRIAL DESIGN & CONSTRUCTION, INC.",17012978,Complex (200-400),2018,11.14,Yes,2017-08-01,2017-08-01,1
VP,1701374701,"RARIG CONSTRUCTION, INC.",17013747,Complex (200-400),2018,27,No,2017-12-01,2017-12-01,0
VP,1701378301,"RARIG CONSTRUCTION, INC.",17013783,Moderate (100-200),2018,4.29,Yes,2017-07-01,2017-07-01,0
VP,1701439701,IRONWOOD CONSTRUCTION,17014397,Simple (<=100),2018,11,Yes,2017-09-01,2017-09-01,1
VP,1701439901,IRONWOOD CONSTRUCTION,17014399,Simple (<=100),2018,10.29,Yes,2017-09-01,2017-09-01,4
VP,1701566501,LGM CONSTRUCTION,17015665,Moderate (100-200),2018,9,Yes,2017-09-01,2017-09-01,1
VP,1701598601,LGM CONSTRUCTION,17015986,Simple (<=100),2018,6.86,Yes,2017-12-01,2017-12-01,4
VP,1701639201,METAL CRAFT CONSTRUCTION,17016392,Simple (<=100),2018,9.14,Yes,2017-09-01,2017-11-01,35
VP,1701743001,CHRIS MADSON CONSTRUCTION INC.,17017430,Simple (<=100),2018,3.43,Yes,2017-08-01,2017-08-01,4
VP,1701915401,"ROLAND CONSTRUCTION, INC.",17019154,Simple (<=100),2018,8.57,Yes,2017-10-01,2017-11-01,28
VP,1701923001,NORM BIRD & SONS CONSTRUCTION,17019230,Simple (<=100),2018,10.86,Yes,2017-10-01,2017-10-01,1
VP,1701969201,"RARIG CONSTRUCTION, INC.",17019692,Moderate (100-200),2018,23.86,No,2018-02-01,2018-02-01,8
VP,1701969301,"RARIG CONSTRUCTION, INC.",17019693,Moderate (100-200),2018,26.43,No,2018-02-01,2018-02-01,1
VP,1701977501,"RARIG CONSTRUCTION, INC.",17019775,Complex (200-400),2018,34.14,No,2018-04-01,2018-04-01,1
VP,1701987701,VP - WESTERN CASH/DIRECT SALES,17019877,Simple (<=100),2018,4,Yes,2017-10-01,2017-10-01,15
VP,1702015301,WARNER CONSTRUCTION,17020153,Moderate (100-200),2018,14.14,Yes,2017-12-01,2017-12-01,18
VP,1702065201,LGM CONSTRUCTION,17020652,Complex (200-400),2018,35.29,No,2018-05-01,2018-05-01,0
VP,1702147901,"MID-VALLEY PIPE & STEEL, INC.",17021479,Simple (<=100),2018,30.29,No,2018-04-01,2018-04-01,2
VP,1702148201,NORM BIRD & SONS CONSTRUCTION,17021482,Simple (<=100),2018,21.14,No,2018-02-01,2018-02-01,12
VP,1702165401,"ROLAND CONSTRUCTION, INC.",17021654,Simple (<=100),2018,12.57,Yes,2017-12-01,2017-12-01,8
VP,1702245101,LGM CONSTRUCTION,17022451,Simple (<=100),2018,9,Yes,2017-12-01,2017-12-01,2
VP,1702380801,AMERICAN INCORPORATED,17023808,Moderate (100-200),2018,13,Yes,2018-02-01,2018-02-01,7
VP,1702547801,"RARIG CONSTRUCTION, INC.",17025478,Simple (<=100),2018,7.86,Yes,2018-01-01,2018-01-01,2
VP,1702703901,"SPANDA INDUSTRIAL, INC.",17027039,Moderate (100-200),2018,21.71,No,2018-06-01,2018-08-01,43
VP,1702704401,"SPANDA INDUSTRIAL, INC.",17027044,Moderate (100-200),2018,22,No,2018-06-01,2018-06-01,1
VP,1702770601,"NATIONAL CORPORATE BUILDERS, INC.",17027706,Simple (<=100),2018,24.14,No,2018-05-01,2018-05-01,0
VP,1702817601,"COLOMBO CONSTRUCTION CO., INC.",17028176,Simple (<=100),2018,8,Yes,2018-01-01,2018-03-01,64
VP,1702867701,"PANELIZED STRUCTURES, INC.",17028677,Simple (<=100),2018,25.29,No,2018-06-01,2018-06-01,2
VP,1801886601,"RARIG CONSTRUCTION, INC.",18018866,Simple (<=100),2018,9.43,Yes,2018-03-01,2018-03-01,7
VP,1801916301,"ROLAND CONSTRUCTION, INC.",18019163,Simple (<=100),2018,6.86,Yes,2018-02-01,2018-02-01,1
VP,1801957401,IRONWOOD CONSTRUCTION,18019574,Simple (<=100),2018,3.71,Yes,2018-02-01,2018-02-01,6
VP,1802141501,"RARIG CONSTRUCTION, INC.",18021415,Moderate (100-200),2018,13.86,Yes,2018-05-01,2018-05-01,6
VP,1802279901,WARNER CONSTRUCTION,18022799,Simple (<=100),2018,6.43,Yes,2018-04-01,2018-04-01,3
VP,1802793001,LGM CONSTRUCTION,18027930,Simple (<=100),2018,8.43,Yes,2018-06-01,2018-06-01,0
VP,1701113601,N D L CONSTRUCTION LTD,17011136,Complex (200-400),2018,5.29,Yes,2017-08-01,2017-08-01,0
VP,1701423901,SCOTT STEEL ERECTORS INC,17014239,Moderate (100-200),2018,6.29,Yes,2017-07-01,2017-07-01,0
VP,1701442501,PENNIAC CONSTRUCTION LIMITED,17014425,Simple (<=100),2018,7,Yes,2017-07-01,2017-07-01,1
VP,1701447101,1940891 ONTARIO INC,17014471,Simple (<=100),2018,5.71,Yes,2017-07-01,2017-07-01,3
VP,1701531101,NORSTEEL BUILDINGS SALES CORP,17015311,Moderate (100-200),2018,7.71,Yes,2017-08-01,2017-08-01,1
VP,1701584001,NORSTEEL BUILDINGS SALES CORP,17015840,Simple (<=100),2018,7.14,Yes,2017-08-01,2017-08-01,1
VP,1701781201,ROXSON CONTRACTORS (1991) LTD,17017812,Simple (<=100),2018,6.43,Yes,2017-09-01,2017-09-01,0
VP,1701824101,CENTRAL CANADIAN STRUCTURES INC,17018241,Simple (<=100),2018,6.14,Yes,2017-10-01,2017-10-01,1
VP,1701867501,SCHIEDEL CONSTRUCTION INC,17018675,Simple (<=100),2018,8.14,Yes,2017-10-01,2017-10-01,0
VP,1701933601,SCOTT STEEL ERECTORS INC,17019336,Moderate (100-200),2018,11.43,Yes,2017-11-01,2017-11-01,3
VP,1701986301,KIRBY STRUCTURES LTD,17019863,Complex (200-400),2018,8,Yes,2017-10-01,2017-10-01,0
VP,1702002101,SCHIEDEL CONSTRUCTION INC,17020021,Simple (<=100),2018,5.14,Yes,2017-09-01,2017-09-01,0
VP,1702099601,NORSTEEL BUILDINGS SALES CORP,17020996,Moderate (100-200),2018,7.86,Yes,2017-10-01,2017-10-01,1
VP,1702180701,LAARI CONSTRUCTION,17021807,Moderate (100-200),2018,10.14,Yes,2017-12-01,2017-12-01,1
VP,1702183701,KIRBY STRUCTURES LTD,17021837,Simple (<=100),2018,8.14,Yes,2017-11-01,2017-11-01,1
VP,1702184101,KIRBY STRUCTURES LTD,17021841,Simple (<=100),2018,8.29,Yes,2017-11-01,2017-11-01,0
VP,1702307501,SCHIEDEL CONSTRUCTION INC,17023075,Moderate (100-200),2018,8,Yes,2017-11-01,2017-11-01,5
VP,1702383301,NORSTEEL BUILDINGS SALES CORP,17023833,Simple (<=100),2018,5,Yes,2017-11-01,2017-11-01,11
VP,1702433001,N D L CONSTRUCTION LTD,17024330,Simple (<=100),2018,4.43,Yes,2017-12-01,2018-01-01,19
VP,1702513501,SCHIEDEL CONSTRUCTION INC,17025135,Simple (<=100),2018,5.43,Yes,2017-11-01,2017-11-01,1
VP,1702582301,1940891 ONTARIO INC,17025823,Simple (<=100),2018,4.43,Yes,2017-11-01,2017-11-01,0
VP,1702607001,KIRBY STRUCTURES LTD,17026070,Moderate (100-200),2018,10.43,Yes,2018-01-01,2018-01-01,5
VP,1702811801,NORSTEEL BUILDINGS SALES CORP,17028118,Simple (<=100),2018,11.29,Yes,2018-02-01,2018-02-01,5
VP,1802040501,ATLANTIC BUILDING STRUCTURES INC,18020405,Simple (<=100),2018,3.86,Yes,2018-03-01,2018-04-01,14
VP,1802348601,SHUNDA CONSULTING & CONST,18023486,Moderate (100-200),2018,11.43,Yes,2018-06-01,2018-06-01,1
VP,1802361601,ATLANTIC BUILDING STRUCTURES INC,18023616,Moderate (100-200),2018,12.71,Yes,2018-06-01,2018-06-01,0
VP,1802660301,NORSTEEL BUILDING SYSTEMS LTD,18026603,Moderate (100-200),2018,12.43,Yes,2018-06-01,2018-06-01,0
VP,1701041001,"PAULSEN, INC.",17010410,Simple (<=100),2018,4.14,Yes,2017-07-01,2017-07-01,6
VP,1701131901,JAMES STEEL ERECTION,17011319,Moderate (100-200),2018,11.14,Yes,2017-07-01,2017-07-01,1
VP,1701141101,"CENTRAL IOWA BLDG. SYSTEMS, INC.",17011411,Simple (<=100),2018,10.29,Yes,2017-07-01,2017-07-01,4
VP,1701151701,JAMES STEEL ERECTION,17011517,Simple (<=100),2018,11.43,Yes,2017-07-01,2017-07-01,3
VP,1701185701,"HANSEN-RICE, INC.",17011857,High Complex (400-800),2018,16,Yes,2017-09-01,2017-09-01,1
VP,1701186801,"HANSEN-RICE, INC.",17011868,Very High Complex (>800),2018,21,Yes,2017-10-01,2017-10-01,0
VP,1701187601,"HANSEN-RICE, INC.",17011876,Complex (200-400),2018,22.43,No,2017-11-01,2017-11-01,17
VP,1701188001,"HANSEN-RICE, INC.",17011880,Moderate (100-200),2018,29.29,No,2017-12-01,2018-01-01,13
VP,1701192501,"HANSEN-RICE, INC.",17011925,Moderate (100-200),2018,19.43,No,2017-10-01,2017-10-01,3
VP,1701192601,"HANSEN-RICE, INC.",17011926,Simple (<=100),2018,20.86,No,2017-10-01,2017-10-01,1
VP,1701192701,"HANSEN-RICE, INC.",17011927,Simple (<=100),2018,15.71,No,2017-09-01,2017-09-01,1
VP,1701192801,"HANSEN-RICE, INC.",17011928,Simple (<=100),2018,15.86,No,2017-09-01,2017-09-01,1
VP,1701193201,"RILEY CONSTRUCTION COMPANY, INC.",17011932,Simple (<=100),2018,14.43,No,2017-09-01,2017-09-01,3
VP,1701208301,"IRON SPECIALTIES, INC.",17012083,Simple (<=100),2018,9.14,Yes,2017-07-01,2017-07-01,1
VP,1701232801,"IRON SPECIALTIES, INC.",17012328,Simple (<=100),2018,8.14,Yes,2017-07-01,2017-07-01,4
VP,1701329101,EMPIRE BUILDING CONSTRUCTION,17013291,Moderate (100-200),2018,9.43,Yes,2017-07-01,2017-08-01,2
VP,1701360401,JAMES STEEL ERECTION,17013604,Moderate (100-200),2018,7.43,Yes,2017-07-01,2017-07-01,3
VP,1701364801,JAMES STEEL ERECTION,17013648,Complex (200-400),2018,9.86,Yes,2017-08-01,2017-08-01,0
VP,1701369601,JAMES STEEL ERECTION,17013696,Simple (<=100),2018,9.29,Yes,2017-08-01,2017-08-01,3
VP,1701385401,JAMES STEEL ERECTION,17013854,Complex (200-400),2018,13.86,Yes,2017-09-01,2017-09-01,1
VP,1701386501,"RILEY CONSTRUCTION COMPANY, INC.",17013865,Simple (<=100),2018,5.71,Yes,2017-08-01,2017-08-01,0
VP,1701386901,"IRON SPECIALTIES, INC.",17013869,Simple (<=100),2018,7,Yes,2017-07-01,2017-07-01,3
VP,1701401201,"IRON SPECIALTIES, INC.",17014012,Simple (<=100),2018,6.57,Yes,2017-07-01,2017-07-01,3
VP,1701587001,ANDERSEN CONSTRUCTION COMPANY OF COUNCIL BLUFFS,17015870,Moderate (100-200),2018,12.57,Yes,2017-09-01,2017-09-01,1
VP,1701587901,"IRON SPECIALTIES, INC.",17015879,Simple (<=100),2018,9.29,Yes,2017-09-01,2017-09-01,4
VP,1701594001,"IRON SPECIALTIES, INC.",17015940,Simple (<=100),2018,8.71,Yes,2017-08-01,2017-08-01,3
VP,1701640301,JAMES STEEL ERECTION,17016403,Simple (<=100),2018,6,Yes,2017-08-01,2017-08-01,0
